job_loss_article_headline,job_loss_article_url,job_loss_country_name,job_loss_date_accessed,job_loss_dates_mentioned,job_loss_entities_mentioned,job_loss_extracted_text,job_loss_id,job_loss_language,job_loss_numbers_mentioned,job_loss_publication_date,job_loss_publication_name,country,id
'Luxury segment: the big trends after the corona crisis',https://fashionunited.de/nachrichten/mode/luxussegment-die-grossen-trends-nach-der-coronakrise/2020060535884,Germany,2020-10-24,[],"['China', 'VAT']","China
has cut tariffs on luxury goods as well as VAT, which is the
Price gap between China and the rest of the world decreased and the
Has favored domestic demand.",5233,German,[],"'Monday, June 8th, 2020'",Fashion United Fashion - Germany,Germany,16
'Austrian Fashion Awards 2020',https://fashionunited.de/nachrichten/mode/austrian-fashion-awards-2020/2020091437087,Germany,2020-10-24,[],"['Christina', 'Seewald', 'Winner', 'Fashion', 'Prize', 'City', 'Vienna']","Christina Seewald's keen sense of materiality, cut and
Body awareness make them one of the most promising
Young designers of the Austrian fashion scene and a worthy one
Winner of the Fashion Prize of the City of Vienna, ”it continued.",5220,German,['one'],"'Monday September 14, 2020'",Fashion United Fashion - Germany,Germany,16
'The world after Corona - what trend researchers think',https://fashionunited.de/nachrichten/mode/die-welt-nach-corona-was-trendforscher-denken/2020032335010,Germany,2020-10-24,['the years one'],"['Saris', 'India', 'Africa', 'Amount']","Edelkoort agrees: “The endless Chinese exports more synthetic
Saris to India and plastic household items to Africa,
which severely disrupted the local economy there and over the years one
Amount of unemployment (and pollution)
also come to a standstill and possibly new opportunities for
the production on site. """,5244,German,[],'Monday 23 March 2020',Fashion United Fashion - Germany,Germany,16
'Labels to Watch: New discoveries from the BFW',https://fashionunited.de/nachrichten/mode/labels-to-watch-neuentdeckungen-von-der-bfw/2020012734350,Germany,2020-10-24,[],"['Elianne', 'Hong', 'Kong', 'sequin', 'velvet']","Elianne studies in Hong Kong, selects the brocade, sequin, velvet or cotton fabrics on site and has them cut and sewn by a seamstress there.",5269,German,[],"'Monday January 27, 2020'",Fashion United Fashion - Germany,Germany,16
'These dresses are perfect for a summer wedding info',https://fashionunited.de/nachrichten/mode/diese-kleider-sind-perfekt-fuer-eine-sommerhochzeitinfo/2020081136676,Germany,2020-10-24,[],[],Even tight cuts don't go out of style.,5216,German,[],'Tuesday 11th August 2020',Fashion United Fashion - Germany,Germany,16
"""Trends: Six suit variants on which the men's fashion FW20-21 is banking""",https://fashionunited.de/nachrichten/mode/trends-sechs-anzugvarianten-auf-die-die-herrenmode-hw20-21-setzt/2020021034478,Germany,2020-10-24,[],[],"Flap or intermediate pockets, robust materials,
box-shaped cut ... classic of the twist men's suits genre.",5260,German,[],"'Monday February 10, 2020'",Fashion United Fashion - Germany,Germany,16
'Dividends and manager bonuses: what are the big luxury houses doing?',https://fashionunited.de/nachrichten/mode/dividenden-und-managerboni-was-machen-die-grossen-luxushaeuser/2020040835192,Germany,2020-10-24,['April'],"['Florent', 'Menegaux', 'Yves', 'Chapot', 'Michelin', 'April', 'May', 'Solidarity']","Florent Menegaux
and Yves Chapot, the two managing partners of Michelin,
will cut their salaries ""by about 25 percent"" for April and May
Solidarity with the entire workforce.",5238,German,['two'],"'Wednesday, April 08, 2020'",Fashion United Fashion - Germany,Germany,16
'Review of Paris Fashion Week: Winter 2020-21 will be nostalgically elegant',https://fashionunited.de/nachrichten/mode/rueckblick-auf-die-pariser-modewoche-der-winter-2020-21-wird-nostalgisch-elegant/2020030434776,Germany,2020-10-24,[],"['Glenn', 'Martens', 'Y', 'Project']","""Glenn
Martens from Y / Project creates the corset effect through the cut of the pants.",5253,German,[],'Wednesday 04 March 2020',Fashion United Fashion - Germany,Germany,16
'New York Fashion Week shortened to three days',https://fashionunited.de/nachrichten/mode/new-york-fashion-week-auf-drei-tage-verkuerzt/2020070636245,Germany,2020-10-24,"['three days', 'this season']","['New', 'York', 'Fashion', 'Week', 'Covid-19']","He also assured that the New York Fashion Week will be cut short
three days only for this season as an adaptation to Covid-19.",5230,German,[],'Monday 06 July 2020',Fashion United Fashion - Germany,Germany,16
'Review of Paris Fashion Week: Winter 2020-21 will be nostalgically elegant',https://fashionunited.de/nachrichten/mode/rueckblick-auf-die-pariser-modewoche-der-winter-2020-21-wird-nostalgisch-elegant/2020030434776,Germany,2020-10-24,[],"['Hedi', 'Slimane', 'Celine']","Hedi Slimane designs a unisex collection for Celine, including the
sharp trouser cut his distinguishing mark.",5252,German,[],'Wednesday 04 March 2020',Fashion United Fashion - Germany,Germany,16
'These dresses are perfect for a summer wedding info',https://fashionunited.de/nachrichten/mode/diese-kleider-sind-perfekt-fuer-eine-sommerhochzeitinfo/2020081136676,Germany,2020-10-24,[],[],"However, the dress should not be too short when attending a wedding if it is cut very figure-hugging.",5218,German,[],'Tuesday 11th August 2020',Fashion United Fashion - Germany,Germany,16
'Freelancer in the coronavirus crisis: the model',https://fashionunited.de/nachrichten/mode/freiberufler-in-der-coronavirus-krise-das-model/2020040335151,Germany,2020-10-24,[],[],"In addition, it is
impossible not to have the effects of a global recession
thinking about a surge in unemployment or hard times in
some economic sectors.",5259,German,[],'Friday 3rd April 2020',Fashion United Fashion - Germany,Germany,16
'On a bike tour: Fred Perry collaborates with Narifuri',https://fashionunited.de/nachrichten/mode/auf-fahrradtour-fred-perry-kollaboriert-mit-narifuri/2020080636646,Germany,2020-10-24,[],['Tour'],"In addition, the cut is longer at the back, so also during
Tour everything remains covered.",5210,German,[],"'Thursday, August 6th, 2020'",Fashion United Fashion - Germany,Germany,16
'Coronavirus: The news from the fashion industry of March 20th',https://fashionunited.de/nachrichten/mode/coronavirus-die-nachrichten-aus-der-modebranche-vom-20-maerz/2020032034997,Germany,2020-10-24,[],['Federal'],"In the fight against the spread of the coronavirus, several are restricting
Federal states drastically cut public life again.",5254,German,[],'Friday 20th March 2020',Fashion United Fashion - Germany,Germany,16
'The 7 most popular swimwear trends in summer 2020',https://fashionunited.de/nachrichten/mode/die-7-gefragtesten-bademoden-trends-im-sommer-2020/2020040135118,Germany,2020-10-24,[],"['Australian', 'inspire', 'Bondi', 'Beach', 'Sydney', 'Trend']","In the first place, not a Californian brand, but
an Australian: BondEye dropped from the beach on their doorstep
inspire, the Bondi Beach in Sydney, and impresses with animal prints, im
Trend lying cuts and material mixes.",5256,German,[],"'Wednesday April 01, 2020'",Fashion United Fashion - Germany,Germany,16
'Precious Jewelers: The war of stones has begun',https://fashionunited.de/nachrichten/mode/edeljuweliere-der-krieg-der-steine-hat-begonnen/2020020334407,Germany,2020-10-24,"['Tuesday, January 21st']","['Tuesday', 'January']","It is cut and polished according to the wishes of the customers, who were able to marvel at the stone on Tuesday, January 21st.",5264,German,[],"'Monday, February 03, 2020'",Fashion United Fashion - Germany,Germany,16
'Fashion students 2020: When the graduation show is canceled',https://fashionunited.de/nachrichten/mode/modestudenten-2020-wenn-die-abschlusshow-gecancelt-wird/2020040635157,Germany,2020-10-24,['the end of this year'],[],"I told myself that given that
the impending job losses everywhere the chance of one
Will not be discontinued until the end of this year, if at all.",5258,German,['one'],"'Monday, April 06, 2020'",Fashion United Fashion - Germany,Germany,16
'Coronavirus: The news from the fashion industry of March 31st',https://fashionunited.de/nachrichten/mode/coronavirus-die-nachrichten-aus-der-modebranche-vom-31-maerz/2020033135109,Germany,2020-10-24,['Tuesday'],"['Gap', 'Tuesday']","Jobs are to be cut worldwide, Gap announced on Tuesday.",5257,German,[],"'Tuesday March 31, 2020'",Fashion United Fashion - Germany,Germany,16
'Collectiv3: This is what a digital portfolio should look like today',https://fashionunited.de/nachrichten/mode/collectiv3-so-sollte-ein-digitales-portfolio-heute-aussehen/2020080636633,Germany,2020-10-24,[],[],"Kind of a checklist for designers who are on leave or
have been laid off and are considering updating their portfolios.",5209,German,[],"'Thursday, August 6th, 2020'",Fashion United Fashion - Germany,Germany,16
'Fashion school digital: sustainable change of the system by students?',https://fashionunited.de/nachrichten/mode/modeschule-digital-nachhaltiger-wandel-des-systems-durch-studierende/2020052935814,Germany,2020-10-24,[],['Spring'],"Meanwhile, the schools must take the lost income from the
Spring semesters swallow and lead to budget cuts, layoffs and
fewer new hires.",5231,German,[],'Friday 29th May 2020',Fashion United Fashion - Germany,Germany,16
'Luxury segment: the big trends after the corona crisis',https://fashionunited.de/nachrichten/mode/luxussegment-die-grossen-trends-nach-der-coronakrise/2020060535884,Germany,2020-10-24,[],['Decline'],"Of course it will be a big one
Decline, but the luxury industry is well prepared for this crisis
- both their ability to cut costs and their very good ones
Financial strength concerns.",5232,German,['one'],"'Monday, June 8th, 2020'",Fashion United Fashion - Germany,Germany,16
'Careers in troubled times: What recruitment consultants are now advising employees and fashion companies',https://fashionunited.de/nachrichten/mode/karriere-in-unruhigen-zeiten-was-personalberater-mitarbeitern-und-modeunternehmen-jetzt-raten/2020040835194,Germany,2020-10-24,[],[],"Often the understanding of the
The situation is there, but many employees want real cuts in salary
don't do it.",5236,German,[],"'Wednesday, April 08, 2020'",Fashion United Fashion - Germany,Germany,16
'Careers in troubled times: What recruitment consultants are now advising employees and fashion companies',https://fashionunited.de/nachrichten/mode/karriere-in-unruhigen-zeiten-was-personalberater-mitarbeitern-und-modeunternehmen-jetzt-raten/2020040835194,Germany,2020-10-24,[],[],"She observes that employees mostly do the
Include short-time work if they were previously happy with their work and
don't want to lose their job.",5239,German,[],"'Wednesday, April 08, 2020'",Fashion United Fashion - Germany,Germany,16
"""Innovator trends in women's fashion 2020""",https://fashionunited.de/nachrichten/mode/innovatoren-trends-der-damenmode-2020/2020040835195,Germany,2020-10-24,[],['Aesthetics'],"Simple and well thought-out cuts underline the high quality
Aesthetics.",5237,German,[],"'Wednesday, April 08, 2020'",Fashion United Fashion - Germany,Germany,16
'How disruptions change fashion',https://fashionunited.de/nachrichten/mode/wie-disruptionen-die-mode-veraendern/2020050435503,Germany,2020-10-24,[],['People'],"Social cuts have always affected the clothing of the
People shaped - not just how they are worn, but also how they are
was manufactured and sold.",5240,German,[],'Monday 04 May 2020',Fashion United Fashion - Germany,Germany,16
'WHITE at the Side of Italian SMEs. The Project With Sicilian Region Starts: Focus on Sicily',https://fashionunited.de/nachrichten/mode/white-at-the-side-of-italian-smes-the-project-with-sicilian-region-starts-focus-on-sicily/2020021934596,Germany,2020-10-24,[],['’s'],"SpazioiF Functional bags that resist stereotypes: the rough cuts and stitching bring out the character of the leather, while the adaptable forms interact with the wearer’s body as they take on different shapes.",5248,German,[],'Wednesday 19th February 2020',Fashion United Fashion - Germany,Germany,16
'Menswear Trends Herbst/Winter 2020-21',https://fashionunited.de/nachrichten/mode/menswear-trends-herbst-winter-2020-21/2020020534442,Germany,2020-10-24,[],[],"Textured suits are made rustic
structured woolen fabrics and combinations of multi-layer knits and
Made cuts softer.",5266,German,[],'Wednesday 5th February 2020',Fashion United Fashion - Germany,Germany,16
'Fashion metro towards G-Star at Amsterdam Fashion Week',https://fashionunited.de/nachrichten/mode/mode-metro-richtung-g-star-bei-der-amsterdam-fashion-week/2020031334894,Germany,2020-10-24,[],['Glances'],"That caused some irritation on the 16-minute drive
Glances - the view of the course of the train was more exciting than
the one out the window and a passenger even cut off his video call
to post the show instead.",5255,German,[],'Friday March 13th 2020',Fashion United Fashion - Germany,Germany,16
"'Milan Fashion Week: “partner look” at Versace, black at Armani'",https://fashionunited.de/nachrichten/mode/mailaender-fashion-week-partnerlook-bei-versace-schwarz-bei-armani/2020022434634,Germany,2020-10-24,[],"['zebra', 'stripes']","The baroque patterns, the zebra stripes, the pinstripes with
Metallic shine: Versace uses many elements for both sexes
and only fit them in the cuts of the different bodies
on.",5246,German,[],"'Monday February 24, 2020'",Fashion United Fashion - Germany,Germany,16
